domain,content-security-policy,contribute,cookies,cross-origin-resource-sharing,public-key-pinning,redirection,referrer-policy,strict-transport-security,subresource-integrity,x-content-type-options,x-frame-options,x-xss-protection,known-redirection
smithsstational-fpd.gov,0,1,1,1,1,1,1,0,1,0,0,0
sopec-oh.gov,0,0,1,1,1,0,1,0,0,1,0,0
southmarengoal.gov,0,1,1,1,1,1,1,1,0,0,0,0
southplatterenewco.gov,0,1,1,1,1,1,1,0,0,0,0,0
stcharlescountycsfamo.gov,0,0,1,1,1,1,1,0,0,0,0,0
stonewallwcidtx.gov,0,1,1,1,1,1,1,0,0,0,0,0
summitcountyboe.gov,0,1,1,1,1,1,1,1,0,0,0,0
swa-il.gov,0,1,1,1,1,1,1,1,1,0,0,0
swcleanair.gov,0,0,1,1,1,1,1,1,0,0,0,0
tbld.gov,0,0,1,1,1,1,1,1,0,1,1,0
techsharetx.gov,0,1,1,1,1,1,1,1,0,0,0,0
tha.gov,0,1,1,1,1,0,0,0,0,1,1,1
tooelecountyvotes.gov,0,0,1,1,1,1,1,0,0,0,0,0
tricountyconservancy-in.gov,0,1,1,1,1,1,1,0,0,0,1,0
utahtrust.gov,0,0,1,1,1,0,1,0,0,1,0,0
volusiaelections.gov,0,1,1,1,1,1,1,1,0,0,0,0
votecalhounfl.gov,0,0,1,1,1,1,1,1,0,0,0,0
votecolumbiafl.gov,0,0,1,1,1,0,1,1,0,0,0,0
voteindianriver.gov,0,0,1,1,1,1,1,1,0,0,0,0
votewalton.gov,0,0,1,1,1,1,1,1,0,0,0,0
waterville-estatesnh.gov,0,1,1,1,1,0,1,0,1,1,1,0
yavapaivotes.gov,0,1,1,1,1,0,1,0,0,1,1,0
ylwd.gov,0,1,1,1,1,0,1,0,0,0,0,0
