domain,content-security-policy,contribute,cookies,cross-origin-resource-sharing,public-key-pinning,redirection,referrer-policy,strict-transport-security,subresource-integrity,x-content-type-options,x-frame-options,x-xss-protection
camdenmaine.gov,0,1,1,1,1,0,1,0,0,1,1,1
camdenny.gov,0,0,1,1,1,1,1,0,0,0,1,0
camdentn.gov,0,0,1,1,1,0,1,0,0,0,0,0
campbellca.gov,0,0,1,1,1,1,1,0,1,1,1,0
campbellohio.gov,0,1,1,1,1,0,1,0,1,0,0,0
canalwinchesterohio.gov,0,0,1,1,1,0,1,0,0,1,1,0
canandaiguanewyork.gov,0,0,1,1,1,0,1,0,1,1,1,0
canbymn.gov,0,1,1,1,1,1,1,0,0,1,0,1
canbyoregon.gov,0,0,1,1,1,0,1,0,0,1,1,0
canfield.gov,0,1,1,1,1,1,1,1,0,0,0,0
cannonfallsmn.gov,0,0,1,1,1,0,1,0,0,1,1,0
canterburynh.gov,0,0,1,1,1,0,1,0,0,0,0,0
cantonga.gov,0,0,1,1,1,0,1,1,1,1,1,0
cantonmi.gov,0,0,1,1,1,0,1,0,0,1,1,0
cantonms.gov,0,1,1,1,1,0,1,0,1,0,0,0
cantonny.gov,0,1,1,1,1,1,1,0,0,1,0,1
cantonohio.gov,0,0,1,1,1,0,1,0,0,1,1,0
cantontwp-oh.gov,0,0,1,1,1,0,1,0,0,1,0,0
cantontx.gov,0,1,1,1,1,0,1,0,0,1,1,0
canyonlakeca.gov,0,0,1,1,1,0,1,0,0,0,0,0
capecoral.gov,0,1,1,1,1,1,1,1,0,1,1,1
capecoralfl.gov,0,1,1,1,1,0,1,0,1,1,1,1
capitolheightsmd.gov,0,0,1,1,1,0,1,0,0,1,1,0
careyohio.gov,0,1,1,1,1,1,1,1,0,1,1,1
carlislema.gov,0,0,1,1,1,0,1,0,1,1,1,0
carlsbadca.gov,0,0,1,1,1,0,1,1,0,1,1,0
carmeltownship-mi.gov,0,1,1,1,1,1,1,1,1,0,0,0
carnationwa.gov,0,0,1,1,1,0,1,0,0,0,0,0
carpentersvilleil.gov,0,0,1,1,1,0,1,0,1,1,1,0
carpinteriaca.gov,0,1,1,1,1,1,1,0,0,0,0,0
carrboronc.gov,0,0,1,1,1,0,1,0,1,1,1,0
carrollton-ga.gov,0,1,1,1,1,0,1,0,1,0,0,0
carsonca.gov,0,1,1,1,1,1,1,1,0,0,0,0
carterlake-ia.gov,0,1,1,1,1,0,1,0,1,0,0,0
carthagemo.gov,0,0,1,1,1,0,1,0,0,1,1,0
carverma.gov,0,1,1,1,1,0,1,0,1,1,1,0
carync.gov,0,0,1,1,1,1,1,1,0,1,0,0
casagrandeaz.gov,0,1,1,1,1,1,1,1,0,1,1,1
casnoviatownshipmi.gov,0,1,1,1,1,1,1,0,1,0,0,0
casperwy.gov,0,0,1,1,1,1,1,0,0,0,1,0
castaneatownshippa.gov,0,1,1,1,1,1,1,1,1,0,0,0
castlehills-tx.gov,0,0,1,1,1,0,1,0,1,1,1,0
castlepinesco.gov,0,1,1,1,1,1,1,0,0,1,0,1
castrovilletx.gov,0,0,1,1,1,0,1,0,1,1,1,0
cathedralcity.gov,0,0,1,1,1,0,1,1,1,1,1,0
catlettsburgky.gov,0,0,1,1,1,0,1,0,0,1,0,0
cavaliernd.gov,0,1,1,1,1,1,1,1,0,1,0,1
cavecreekaz.gov,0,0,1,1,1,1,1,1,0,1,1,0
cavespringsar.gov,0,1,1,1,1,0,1,0,1,1,1,0
caycesc.gov,0,1,1,1,1,1,1,0,0,1,1,1
cdaid.gov,0,1,1,1,1,0,1,0,1,0,1,0
cecilga.gov,2,2,2,2,2,2,2,2,2,2,2,2
ceciltonmd.gov,0,1,1,1,1,0,1,1,1,1,1,1
ceciltownship-pa.gov,0,0,1,1,1,0,1,0,1,1,1,0
cedarhurst.gov,0,1,1,1,1,1,1,0,0,1,0,1
cedarparktexas.gov,0,0,1,1,1,0,1,0,0,1,1,0
cedartowngeorgia.gov,0,0,1,1,1,1,1,0,0,0,0,0
celina-tx.gov,0,0,1,1,1,0,1,0,0,1,1,0
centennialco.gov,0,0,1,1,1,0,1,0,0,1,1,0
centerco.gov,0,1,1,1,1,1,1,0,0,1,1,0
centerline.gov,0,0,1,1,1,0,1,0,1,1,1,0
centervilleohio.gov,0,0,1,1,1,0,1,1,1,1,1,0
centervilletx.gov,0,1,1,1,1,1,1,0,1,0,0,0
centervilleutah.gov,0,0,1,1,1,1,1,1,1,1,1,0
central-la.gov,0,0,1,1,1,0,1,0,0,1,0,0
centralcityia.gov,0,0,1,1,1,0,1,0,0,0,0,0
centralfallsri.gov,0,0,1,1,1,0,1,0,0,1,1,0
centrallaketownshipmi.gov,0,1,1,1,1,1,1,0,1,0,0,0
centralpointoregon.gov,0,0,1,1,1,0,1,0,1,1,1,0
ceredowv.gov,0,1,1,1,1,1,1,1,0,1,0,1
cerritosca.gov,2,2,2,2,2,2,2,2,2,2,2,2
cgaz.gov,2,2,2,2,2,2,2,2,2,2,2,2
chaddsfordpa.gov,0,0,1,1,1,1,1,0,0,0,0,0
chambersburgpa.gov,0,1,1,1,1,0,1,1,1,1,1,0
chambleega.gov,2,2,2,2,2,2,2,2,2,2,2,2
champaignil.gov,0,1,1,1,1,1,1,0,0,0,0,0
chandleraz.gov,0,1,1,1,1,1,1,0,0,1,1,0
chandlerazpd.gov,0,1,1,1,1,1,1,1,1,0,0,0
chanhassenmn.gov,0,0,1,1,1,0,1,1,0,1,1,0
charleston-sc.gov,0,0,1,1,1,0,1,0,1,1,1,0
charlestonwv.gov,0,1,1,1,1,1,1,0,0,1,1,0
charlestown-nh.gov,0,1,1,1,1,0,1,0,1,1,1,0
charlestownri.gov,0,0,1,1,1,1,1,0,0,0,0,0
charlevoixmi.gov,0,0,1,1,1,0,1,0,0,1,1,0
charlottenc.gov,0,0,1,1,1,1,1,0,0,1,1,0
charlottesville.gov,0,0,1,1,1,0,1,0,0,1,1,0
chaskamn.gov,0,0,1,1,1,0,1,0,0,1,1,0
chatham-ma.gov,0,0,1,1,1,0,1,0,1,1,1,0
chatham-va.gov,0,1,1,1,1,0,1,0,1,0,0,0
chathamil.gov,0,1,1,1,1,1,1,1,1,0,0,0
chathamtownship-nj.gov,0,0,1,1,1,1,1,0,0,0,0,0
chatsworthga.gov,0,0,1,1,1,0,1,0,0,0,0,0
chatsworthil.gov,2,2,2,2,2,2,2,2,2,2,2,2
chattahoocheefl.gov,0,1,1,1,1,1,1,1,0,1,1,1
chattanooga.gov,0,0,1,1,1,1,1,0,1,0,0,0
chelmsfordma.gov,2,2,2,2,2,2,2,2,2,2,2,2
chelseama.gov,0,1,1,1,1,0,1,0,0,1,1,0
chesapeakebeachmd.gov,0,1,1,1,1,0,1,0,1,1,1,0
chesapeakecity-md.gov,0,0,1,1,1,0,1,1,0,1,1,1
chesapeakeva.gov,0,0,1,1,1,0,1,0,0,1,1,1
cheshire-ma.gov,0,1,1,1,1,0,1,0,1,0,0,0
chester-ny.gov,0,1,1,1,1,1,1,0,0,0,0,0
chesterfield.gov,0,1,1,1,1,0,1,0,0,0,1,0
chesterfieldtwpnj.gov,0,1,1,1,1,1,1,0,0,0,0,0
chestervt.gov,0,0,1,1,1,0,1,0,0,0,0,0
chestnuthilltwp-pa.gov,0,0,1,1,1,0,1,0,0,1,0,0
cheverly-md.gov,0,1,1,1,1,0,1,0,1,1,1,0
chevychasevillagemd.gov,0,0,1,1,1,0,1,0,1,1,1,0
chi.gov,0,1,1,1,1,1,1,0,0,0,0,0
chicago.gov,0,1,1,1,1,1,1,0,0,0,0,0
chicagoelections.gov,0,1,1,1,1,0,1,0,0,0,1,0
chicoca.gov,0,1,1,1,1,0,1,1,0,1,0,0
chicopeema.gov,0,0,1,1,1,0,1,0,1,1,1,0
chillicotheoh.gov,0,1,1,1,1,1,1,0,0,1,1,1
chilmarkma.gov,0,1,1,1,1,0,1,0,1,0,0,0
chiltonwi.gov,0,0,1,1,1,1,1,0,0,0,0,0
chinagrovenc.gov,0,1,1,1,1,0,1,0,1,1,1,1
chincoteague-va.gov,0,1,1,1,1,1,1,0,1,0,0,0
chinookmt.gov,0,0,1,1,1,0,1,0,0,0,0,0
chinovalleyaz.gov,0,0,1,1,1,0,1,0,0,1,1,0
chippewafalls-wi.gov,0,0,1,1,1,0,1,0,0,1,1,0
chnj.gov,0,0,1,1,1,1,1,1,0,1,1,0
chocolay.gov,0,1,1,1,1,0,1,0,1,0,0,0
christiansburgva.gov,0,0,1,1,1,1,1,0,0,0,0,0
chulavistaca.gov,0,0,1,1,1,0,1,1,0,1,1,0
churchhilltn.gov,0,1,1,1,1,0,1,0,0,0,0,0
cibolotx.gov,0,0,1,1,1,0,1,0,1,1,1,0
cicerony.gov,0,1,1,1,1,0,1,0,1,0,0,0
cincinnati-oh.gov,2,2,2,2,2,2,2,2,2,2,2,2
cincinnati.gov,2,2,2,2,2,2,2,2,2,2,2,2
cincy.gov,2,2,2,2,2,2,2,2,2,2,2,2
circlevilleoh.gov,0,0,1,1,1,1,1,0,0,1,1,0
ciscotexas.gov,0,0,1,1,1,0,1,0,0,0,0,0
citykankakee-il.gov,2,2,2,2,2,2,2,2,2,2,2,2
cityofadams-wi.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofaikensc.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofalbionmi.gov,0,1,1,1,1,1,1,0,0,1,1,1
cityofalcoa-tn.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofalmaga.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofalmatx.gov,0,1,1,1,1,1,1,0,0,0,0,0
cityofamoryms.gov,0,1,1,1,1,0,0,0,0,0,0,0
cityofauburnwa.gov,0,0,1,1,1,1,1,0,0,0,1,0
cityofbambergsc.gov,0,0,1,1,1,1,1,0,0,0,0,0
cityofbayardnm.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofbentonharbormi.gov,2,2,2,2,2,2,2,2,2,2,2,2
cityofbinghamton.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofblancotx.gov,0,1,1,1,1,1,1,1,0,0,0,0
cityofblueridgega.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofboston.gov,0,0,1,1,1,1,1,1,0,1,1,0
cityofbowiemd.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofbowmanga.gov,0,1,1,1,1,1,1,1,0,0,0,0
cityofbrookings-sd.gov,0,0,1,1,1,1,1,1,0,1,1,0
cityofbrookwoodal.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofbrunswick-ga.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofburnsor.gov,0,0,1,1,1,1,1,1,0,1,1,0
cityofburton-tx.gov,0,1,1,1,1,1,1,0,0,0,0,0
cityofcanalfulton-oh.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofcarsonca.gov,0,0,1,1,1,1,1,0,0,0,0,0
cityofcayce-sc.gov,0,1,1,1,1,1,1,0,0,1,1,1
cityofchetek-wi.gov,0,1,1,1,1,1,1,1,0,0,0,0
cityofclare.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofclaytonga.gov,0,1,1,1,1,1,1,1,0,0,0,0
cityofconway-ar.gov,0,1,1,1,1,0,1,0,0,0,1,0
cityofcoweta-ok.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofcreedmoortx.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofcrisfield-md.gov,0,1,1,1,1,1,1,0,0,0,0,0
cityofcudahyca.gov,2,2,2,2,2,2,2,2,2,2,2,2
cityofdalton-ga.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofdeerlodgemt.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofdelcity.gov,0,1,1,1,1,1,1,1,0,1,1,0
cityofdouglasga.gov,0,0,1,1,1,0,1,0,1,1,1,0
cityofdunbarwv.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofelkharttx.gov,0,1,1,1,1,1,1,0,0,0,0,0
cityofelynv.gov,0,1,1,1,1,1,1,1,0,0,0,0
cityofeudoraks.gov,0,0,1,1,1,1,1,0,1,1,1,0
cityofeuporams.gov,0,1,1,1,1,0,1,0,0,1,0,1
cityoffargo-nd.gov,0,1,1,0,1,0,1,0,1,1,1,1
cityoffarmington-ar.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityoffergusonky.gov,0,1,1,1,1,1,1,1,1,0,0,0
cityoffolkston-ga.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityoffrederickmd.gov,0,0,1,1,1,1,1,0,1,1,1,0
cityofgaffney-sc.gov,0,0,1,1,1,0,1,0,1,1,1,0
cityofgalenapark-tx.gov,0,0,1,1,1,0,1,0,1,1,1,0
cityofgigharborwa.gov,0,0,1,1,1,1,1,0,0,0,0,0
cityofgirardoh.gov,0,1,1,1,1,1,1,1,1,0,0,0
cityofgolden.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofgroton-ct.gov,0,0,1,1,1,0,1,0,0,1,0,1
cityofgroveok.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofgunnison-co.gov,0,1,1,1,1,0,1,0,0,1,1,1
cityofguttenbergia.gov,0,0,1,1,1,1,1,1,0,0,0,0
cityofhackensackmn.gov,0,1,1,1,1,1,1,1,0,0,0,0
cityofharveyil.gov,0,1,1,1,1,1,1,0,0,0,0,0
cityofhayward-ca.gov,2,2,2,2,2,2,2,2,2,2,2,2
cityofhaywardwi.gov,0,1,1,1,1,1,1,0,1,0,0,0
cityofherculaneum.gov,0,1,1,1,1,1,1,1,0,1,1,0
cityofhiramga.gov,0,0,1,1,1,0,1,0,1,1,1,0
cityofhokah-mn.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofholyoke-co.gov,0,1,1,1,1,0,1,0,1,1,1,1
cityofhomer-ak.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofhondo-tx.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofhoodriver.gov,0,1,1,1,1,1,1,0,0,1,1,1
cityofhubbard-oh.gov,0,1,1,1,1,1,1,0,0,1,1,1
cityofhumbletx.gov,0,1,1,1,1,1,1,0,0,0,0,0
cityofhuntsvilletx.gov,0,0,1,1,1,0,1,0,1,1,1,0
cityofioneoregon.gov,0,1,1,1,1,1,1,1,0,0,0,0
cityofirondaleal.gov,0,1,1,1,1,1,1,0,0,1,0,1
cityofjuneauwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofkasaanak.gov,0,1,1,1,1,1,1,1,1,0,0,0
cityofkeywest-fl.gov,0,0,1,1,1,0,1,0,1,1,1,0
cityofkingman.gov,0,0,1,1,1,0,1,0,1,1,1,0
cityofkingsburg-ca.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityoflacrescent-mn.gov,0,1,1,1,1,1,1,0,1,0,0,0
cityofladue-mo.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityoflagrangemo.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityoflakegeneva.gov,0,0,1,1,1,1,1,1,1,1,1,0
cityoflancasterpa.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityoflfp.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityoflindaletx.gov,0,0,1,1,1,0,1,0,1,1,1,0
cityoflisbon-ia.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityoflodiwi.gov,0,0,1,1,1,0,1,0,1,1,1,0
cityoflompoc.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityoflorettotn.gov,0,1,1,1,1,1,1,1,0,1,1,0
cityoflubbocktx.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofmacon-mo.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofmadera.gov,0,1,1,1,1,1,1,0,1,0,0,0
cityofmanchestertn.gov,0,0,1,1,1,1,1,0,0,0,0,0
cityofmargaretalabama.gov,0,1,1,1,1,1,1,1,0,0,0,0
cityofmarionil.gov,0,1,1,1,1,1,1,0,0,0,0,0
cityofmarionwi.gov,0,0,1,1,1,1,1,0,0,0,0,0
cityofmattawa-wa.gov,2,2,2,2,2,2,2,2,2,2,2,2
cityofmaysvilleky.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofmaywoodparkor.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofmccaysvillega.gov,0,0,1,1,1,1,1,0,0,0,0,0
cityofmebanenc.gov,0,0,1,1,1,1,1,1,0,0,0,0
cityofmenasha-wi.gov,0,1,1,1,1,1,1,0,0,1,1,1
cityofmetterga.gov,2,2,2,2,2,2,2,2,2,2,2,2
cityofmidlandmi.gov,0,0,1,1,1,1,1,0,1,1,1,0
cityofmonongahela-pa.gov,0,1,1,1,1,1,1,0,1,0,0,0
cityofmte.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofmtvernon-ia.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofnanticoke-pa.gov,2,2,2,2,2,2,2,2,2,2,2,2
cityofnewbuffalomi.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofnewburgh-ny.gov,0,0,1,1,1,1,1,0,0,1,1,0
cityofnewkirkok.gov,0,1,1,1,1,1,1,0,1,1,1,0
cityofnichollsga.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofnormandy.gov,0,0,1,1,1,0,1,0,1,1,1,0
cityofomaha-ne.gov,2,2,2,2,2,2,2,2,2,2,2,2
cityofpagedalemo.gov,0,0,1,1,1,1,1,1,0,1,0,0
cityofparma-oh.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofpassaicnj.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofpataskalaohio.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofpattersonla.gov,0,0,1,1,1,1,1,0,1,0,0,0
cityofpearidgear.gov,0,1,1,1,1,0,1,0,1,0,1,0
cityofperris.gov,0,0,1,1,1,1,1,0,0,0,0,0
cityofpetersburgwv.gov,0,1,1,1,1,1,1,0,0,0,0,0
cityofphoenix.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofpigeonforgetn.gov,2,2,2,2,2,2,2,2,2,2,2,2
cityofpinconningmi.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofpinebluff-ar.gov,0,1,1,1,1,1,1,1,0,0,1,0
cityofplainville-ks.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofplattsburgh-ny.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofpleasantonca.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofportlandtn.gov,0,1,1,1,1,1,1,1,0,0,0,0
cityofringgoldga.gov,0,0,1,1,1,1,1,0,0,0,0,0
cityofrochester.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofrogerstx.gov,0,0,1,1,1,1,1,0,1,0,0,0
cityofroncevertewv.gov,0,1,1,1,1,1,1,0,0,0,0,0
cityofsalemky.gov,0,0,1,1,1,0,1,0,0,1,0,0
cityofsalemnj.gov,0,0,1,1,1,1,1,1,0,1,1,1
cityofsanaugustinetx.gov,0,0,1,1,1,0,1,0,0,1,1,0
cityofsanteeca.gov,0,0,1,1,1,0,1,1,1,1,1,0
cityofsemmesal.gov,0,1,1,1,1,1,1,0,0,0,0,0
cityofsenatobiams.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofsewardne.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofsourlake.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofsouthfultonga.gov,0,1,1,1,1,0,1,0,0,1,1,0
cityofspartanburg-sc.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofspencerok.gov,0,1,1,1,1,0,1,0,1,1,1,0
cityofspoonerwi.gov,0,1,1,1,1,1,1,1,1,0,0,0
cityoftitusvillepa.gov,0,0,1,1,1,0,1,0,0,1,0,0
cityoftombstoneaz.gov,0,1,1,1,1,1,1,1,0,0,0,0
cityoftybee.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofvacaville.gov,0,0,1,1,1,0,1,1,0,1,1,0
cityofwakefieldmi.gov,0,1,1,1,1,0,1,0,1,1,1,0
cityofwarrenpa.gov,0,0,1,1,1,0,1,0,0,0,0,0
cityofwashingtonga.gov,0,1,1,1,1,0,1,0,0,0,0,0
cityofwasilla.gov,0,0,1,1,1,0,1,1,0,1,0,0
cityofwauchula.gov,0,1,1,1,1,1,1,1,0,1,1,0
cityofweatherbylake-mo.gov,0,1,1,1,1,1,1,0,1,0,1,0
cityofwestonlakes-tx.gov,0,1,1,1,1,1,1,0,1,0,0,0
cityofweyauwega-wi.gov,0,0,1,1,1,0,1,0,0,1,0,0
cityofwoodburyga.gov,0,0,1,1,1,0,1,0,0,1,0,0
cityofwoodward-ok.gov,0,0,1,1,1,1,1,1,1,1,1,0
cityofworlandwy.gov,0,1,1,1,1,0,1,0,1,0,0,0
cityofworthingtonhillsky.gov,0,0,1,1,1,1,1,0,0,0,0,0
cityofyukonok.gov,0,0,1,1,1,0,1,0,0,1,0,0
clantonal.gov,0,0,1,1,1,1,1,1,0,0,0,0
clarendonvt.gov,0,1,1,1,1,1,1,0,0,0,0,0
clarioniowa.gov,0,0,1,1,1,0,1,0,0,1,0,0
clarksburgma.gov,0,0,1,1,1,1,1,1,0,0,0,0
clarkssummitpa.gov,0,0,1,1,1,0,1,0,0,0,0,0
clarkstonga.gov,0,1,1,1,1,1,0,0,0,1,1,1
clarkstown.gov,0,1,1,1,1,1,1,1,0,0,0,0
clarksvillear.gov,0,0,1,1,1,0,1,0,0,0,0,0
claytonca.gov,0,0,1,1,1,1,1,1,0,0,0,0
claytonmo.gov,0,0,1,1,1,0,1,1,0,1,1,0
claytonnc.gov,0,1,1,1,1,0,1,0,1,0,0,0
claytwpmi.gov,0,0,1,1,1,1,1,0,0,0,0,0
clearlake-wi.gov,0,1,1,1,1,0,1,0,1,1,1,0
clearlakeshores-tx.gov,0,0,1,1,1,0,1,0,1,1,1,0
clearspringmd.gov,0,1,1,1,1,1,1,0,0,0,0,0
cleelum.gov,0,1,1,1,1,0,1,0,0,1,0,1
clermontfl.gov,0,0,1,1,1,1,1,0,0,0,0,0
cleveland-oh.gov,0,1,1,1,1,0,1,0,0,0,1,0
clevelandheights.gov,0,0,1,1,1,1,1,0,0,1,1,0
clevelandohio.gov,0,1,1,1,1,1,1,0,0,0,1,0
clevelandtn.gov,0,0,1,1,1,0,1,0,0,1,1,0
clevelandwi.gov,0,1,1,1,1,0,1,0,0,0,0,0
clewiston-fl.gov,0,0,1,1,1,0,1,1,0,0,1,0
cliffsideparknj.gov,0,1,1,1,1,1,1,0,0,1,1,1
cliftonforgeva.gov,0,1,1,1,1,0,1,0,0,0,0,0
cliftonheightspa.gov,0,0,1,1,1,1,1,1,0,0,0,0
cliftonva.gov,0,1,1,1,1,0,1,0,0,0,0,0
clintonma.gov,0,0,1,1,1,0,1,0,1,1,1,0
clintonnj.gov,0,1,1,1,1,0,1,0,1,1,1,0
clintonoh.gov,0,1,1,1,1,1,1,1,1,0,0,0
clintonohfire.gov,0,1,1,1,1,1,1,1,1,0,0,0
clintonok.gov,0,1,1,1,1,1,1,0,0,0,0,0
clintontownship-mi.gov,2,2,2,2,2,2,2,2,2,2,2,2
clintontwpnj.gov,0,1,1,1,1,1,1,0,1,0,0,0
clintonvillewi.gov,0,0,1,1,1,1,1,0,0,0,1,0
cloquetmn.gov,0,0,1,1,1,0,1,1,1,1,1,0
clutetexas.gov,0,1,1,1,1,1,1,1,0,1,1,0
clyde-tx.gov,0,0,1,1,1,1,1,1,0,1,1,0
cmsdca.gov,0,1,1,1,1,1,1,1,0,1,1,1
coalcity-il.gov,0,1,1,1,1,1,1,1,0,1,1,1
coalrunky.gov,0,1,1,1,1,1,1,0,0,0,0,0
cocoafl.gov,0,0,1,1,1,1,1,1,0,1,1,0
codywy.gov,0,0,1,1,1,0,1,0,1,1,1,0
coeburnva.gov,0,1,1,1,1,1,1,1,0,0,1,0
cohassetma.gov,0,0,1,1,1,0,1,0,0,1,1,0
cohassetpolicema.gov,0,1,1,1,1,0,1,0,1,0,0,0
cohoes-ny.gov,0,0,1,1,1,0,1,0,1,1,1,0
colburnadamswi.gov,2,2,2,2,2,2,2,2,2,2,2,2
colchesterct.gov,0,1,1,1,1,1,1,1,0,1,1,0
colchestervt.gov,0,0,1,1,1,1,1,0,1,1,1,0
coldspringky.gov,0,1,1,1,1,1,1,0,0,0,0,0
coldspringny.gov,0,1,1,1,1,0,1,0,1,1,1,0
colfax-ca.gov,0,0,1,1,1,1,1,0,1,0,0,0
colfaxia.gov,0,1,1,1,1,1,1,1,1,0,0,0
collegedaletn.gov,0,1,1,1,1,0,1,0,0,1,1,1
collegeparkga.gov,2,2,2,2,2,2,2,2,2,2,2,2
collegeparkmd.gov,0,0,1,1,1,0,1,0,0,1,1,0
collegeville-pa.gov,0,1,1,1,1,1,1,0,1,0,1,0
colliervilletn.gov,0,0,1,1,1,0,1,1,0,1,0,0
colonialbeachva.gov,0,0,1,1,1,0,1,0,1,1,1,0
colonialheightsva.gov,0,0,1,1,1,0,1,0,0,1,1,0
coloradosprings.gov,0,1,1,1,1,1,1,0,0,1,1,0
colquittga.gov,0,1,1,1,1,1,1,0,1,1,0,0
colrain-ma.gov,0,0,1,1,1,1,1,0,0,0,1,0
coltonca.gov,0,0,1,1,1,0,1,0,0,1,1,0
columbiaheightsmn.gov,0,1,1,1,1,0,1,0,0,1,1,1
columbiail.gov,0,1,1,1,1,1,1,1,0,0,1,0
columbianaohio.gov,0,1,1,1,1,1,1,0,0,0,0,0
columbiasc.gov,0,1,1,1,1,1,1,0,0,0,0,0
columbiatwpmi.gov,0,0,1,1,1,1,1,0,0,0,0,0
columbus.gov,0,0,1,1,1,1,1,0,0,0,1,0
columbusga.gov,0,0,1,1,1,1,1,0,0,0,1,1
columbusks.gov,0,0,1,1,1,1,1,1,0,0,0,0
columbusohio.gov,0,0,1,1,1,0,1,0,0,0,1,0
colwichks.gov,0,0,1,1,1,1,1,0,0,0,0,0
commercialpointohio.gov,0,1,1,1,1,1,1,0,1,0,0,0
como.gov,0,0,1,1,1,1,1,0,0,0,0,0
comstockmi.gov,0,1,1,1,1,1,1,0,0,0,0,0
concordma.gov,0,0,1,1,1,1,1,0,0,1,1,0
concordnc.gov,0,0,1,1,1,1,1,0,0,0,1,1
concordnh.gov,0,0,1,1,1,0,1,0,0,1,1,0
conneautohio.gov,0,1,1,1,1,1,1,0,0,1,1,1
connersvillein.gov,0,0,1,1,1,0,1,0,0,0,0,0
conovernc.gov,0,0,1,1,1,0,1,0,0,0,0,0
conshohockenpa.gov,0,0,1,1,1,1,1,0,0,1,1,1
constablevilleny.gov,0,1,1,1,1,0,1,0,1,0,0,0
conwayarkansas.gov,0,1,1,1,1,1,1,0,0,0,1,0
conwaymi.gov,0,1,1,1,1,0,1,1,0,0,1,0
conwaypdnh.gov,0,1,1,1,1,0,1,0,0,1,1,0
conwaysc.gov,0,1,1,1,1,0,1,0,0,1,1,1
cookeville-tn.gov,0,0,1,1,1,0,1,0,1,1,1,0
coonrapidsmn.gov,0,0,1,1,1,0,1,0,0,1,1,0
coopercity.gov,0,0,1,1,1,0,1,0,0,0,0,0
coopercityfl.gov,0,0,1,1,1,0,1,0,0,0,0,0
coppelltx.gov,0,0,1,1,1,0,1,0,0,1,1,0
copperascovetx.gov,0,1,1,1,1,0,1,0,1,0,0,0
cor.gov,0,1,1,1,1,0,1,0,1,0,0,0
coralgables-fl.gov,0,1,1,1,1,0,1,0,1,1,1,1
coralgablesfl.gov,0,1,1,1,1,0,1,0,1,1,1,1
coralsprings.gov,0,0,1,1,1,0,1,0,0,1,1,0
corbin-ky.gov,0,1,1,1,1,1,1,1,0,0,0,0
